image_name,biomarker_id,x_px,y_px,probability
4a overlay,0,1679.39,432.82,0.000043
4a overlay,0,1768.14,499.72,0.000060
4a overlay,0,1773.60,565.26,0.000131
4a overlay,0,1955.19,686.78,0.000272
4a overlay,0,1814.56,95.58,0.000423
4a overlay,0,1854.16,1186.50,0.000140
4a overlay,0,1268.42,1525.11,0.000011
4a overlay,0,564.20,1175.79,0.000010
4a overlay,0,594.66,1363.10,0.000796
4a overlay,0,642.06,1459.02,0.000076
4a overlay,0,309.18,1314.58,0.000004
4a overlay,0,299.02,1284.11,0.000027
4a overlay,0,242.61,1428.55,0.000032
4a overlay,0,82.37,1051.67,0.000411
4a overlay,0,1549.29,1015.56,0.003574
4a overlay,0,1622.34,1464.35,0.000283
4b overlay1,0,125.36,952.03,0.000437
4b overlay1,0,1480.79,1590.02,0.000249
4b overlay1,0,1886.68,1372.81,0.000007
4b overlay1,0,2044.32,1773.73,0.000197
4b overlay1,0,1712.91,1773.73,0.000006
4b overlay1,0,1693.05,661.58,0.000020
4b overlay1,0,1212.69,716.19,0.000025
4b overlay1,0,1179.17,690.13,0.000009
4b overlay1,0,23.58,701.30,0.000147
4b overlay1,0,62.06,948.30,0.000200
4b overlay1,0,606.96,1145.66,0.000013
4b overlay1,0,1427.42,759.64,0.000007
4c overlay,0,1677.78,1143.44,0.000014
4c overlay,0,1670.26,472.50,0.000028
4c overlay,0,1643.82,525.36,0.000047
4c overlay,0,1443.92,497.28,0.000501
4c overlay,0,1493.48,591.45,0.000245
4c overlay,0,1096.98,550.14,0.000031
4c overlay,0,918.56,614.58,0.000028
4c overlay,0,857.43,606.32,0.000036
4c overlay,0,783.72,2002.98,0.004911
4c overlay,0,565.26,308.57,0.017694
4c overlay,0,1414.51,314.03,0.000013
4c overlay,0,1668.47,963.94,0.000013
4c overlay,0,453.30,805.56,0.002321
5a overlay,0,1341.77,967.34,0.000091
5a overlay,0,1159.17,1074.03,0.000842
5a overlay,0,649.34,1086.34,0.000028
5a overlay,0,191.83,1320.22,0.000019
5a overlay,0,64.63,1903.91,0.001407
5a overlay,0,1489.48,481.11,0.000010
5a overlay,0,1749.01,1336.64,0.000089
5a overlay,0,1823.90,1225.85,0.000180
5a overlay,0,375.45,736.53,0.000040
5a overlay,0,972.47,170.29,0.000291
5a overlay,0,1071.98,536.50,0.000080
5a overlay,0,1429.99,1781.84,0.000919
5a overlay,0,1324.33,1735.68,0.000068
5a overlay,0,670.88,1856.72,0.002483
5a overlay,0,204.14,259.53,0.000055
5b overlay1,0,581.64,1267.91,0.001860
5b overlay1,0,132.33,1537.70,0.036731
5b overlay1,0,169.26,1778.76,0.000506
5b overlay1,0,261.58,1608.48,0.000251
5b overlay1,0,423.66,2005.47,0.001519
5b overlay1,0,1009.40,1824.92,0.000483
5b overlay1,0,1422.80,1415.62,0.000001
5b overlay1,0,1494.61,1620.79,0.000016
5b overlay1,0,1546.93,1717.21,0.000034
5b overlay1,0,1432.04,1646.43,0.000024
5b overlay1,0,1763.38,1657.72,0.000290
5b overlay1,0,1883.40,1838.26,0.000030
5b overlay1,0,1932.63,1936.74,0.000282
5b overlay1,0,1761.32,546.76,0.001631
5b overlay1,0,1873.14,717.04,0.000012
5b overlay1,0,976.58,211.32,0.005152
5b overlay1,0,832.96,192.85,0.007311
5b overlay1,0,26.67,247.22,0.003463
5b overlay1,0,502.65,672.93,0.001146
5b overlay1,0,420.58,920.16,0.000130
5b overlay1,0,751.92,1241.24,0.000065
5b overlay1,0,265.69,1064.80,0.014931
5b overlay1,0,389.81,1472.04,0.000469
5b overlay1,0,773.46,1939.82,0.004751
5b overlay1,0,2019.83,1559.24,0.000038
5b overlay1,0,1923.40,1091.47,0.000006
5b overlay1,0,585.36,595.55,0.002802
5b overlay1,0,380.90,515.93,0.010163
6b-overlay,0,921.00,1316.95,0.000209
6b-overlay,0,956.99,1544.10,0.000093
6b-overlay,0,857.69,1487.00,0.000022
6b-overlay,0,748.47,1278.47,0.000459
6b-overlay,0,224.66,104.26,0.000752
6b-overlay,0,214.73,608.21,0.000180
6b-overlay,0,22.34,1858.13,0.000278
6b-overlay,0,276.80,1536.65,0.000012
6b-overlay,0,346.30,1690.56,0.000005
6b-overlay,0,1995.91,1837.03,0.000022
6b-overlay,0,1916.47,1441.07,0.000332
6b-overlay,0,1958.67,1189.10,0.000265
6b-overlay,0,1879.23,543.66,0.000326
6b-overlay,0,810.53,28.55,0.000772
6b-overlay,0,878.79,922.24,0.000470
6b-overlay,0,772.05,1772.48,0.000025
6b-overlay,0,642.96,1690.56,0.000036
6b-overlay,0,184.94,1933.85,0.000075
6c overlay,0,1197.35,1002.69,0.000017
6c overlay,0,1019.67,1206.40,0.000072
6c overlay,0,881.60,1059.28,0.000347
6c overlay,0,609.99,1218.85,0.000208
6c overlay,0,298.77,1029.85,0.000013
6c overlay,0,311.22,820.49,0.000150
6c overlay,0,97.33,263.69,0.000073
6c overlay,0,285.19,114.30,0.000047
6c overlay,0,497.95,37.35,0.000137
6c overlay,0,1604.76,221.81,0.000051
6c overlay,0,1798.28,407.41,0.000406
6c overlay,0,1686.24,139.20,0.000045
6c overlay,0,2015.57,262.56,0.000224
6c overlay,0,1734.91,872.55,0.000076
6c overlay,0,1365.97,1463.30,0.000091
6c overlay,0,1999.73,1883.16,0.000699
6c overlay,0,1327.49,1990.67,0.000127
6c overlay,0,1335.41,1925.03,0.000278
6c overlay,0,878.20,2003.12,0.000465
6c overlay,0,847.65,1815.26,0.000255
6c overlay,0,780.88,1320.70,0.000059
6c overlay,0,855.57,404.02,0.000016
6c overlay,0,1579.86,53.19,0.000014
6c overlay,0,1760.94,363.28,0.000585
6c overlay,0,31.69,242.19,0.000879
5c overlay,0,1034.51,909.18,0.004209
5c overlay,0,1722.42,332.48,0.001559
5c overlay,0,1293.92,325.28,0.003221
5c overlay,0,1501.57,196.85,0.014610
5c overlay,0,1849.65,326.48,0.005922
5c overlay,0,1852.05,591.74,0.000565
5c overlay,0,240.06,1025.05,0.000757
5c overlay,0,202.85,1010.65,0.000543
5c overlay,0,9.60,983.04,0.000482
5c overlay,0,102.02,1603.59,0.000262
5c overlay,0,645.76,1626.40,0.000319
5c overlay,0,591.74,1526.77,0.000129
5c overlay,0,582.14,1441.55,0.000091
5c overlay,0,1148.68,1862.85,0.002529
5c overlay,0,1309.52,1948.07,0.002188
5c overlay,0,1786.04,1496.76,0.014833
5c overlay,0,1266.31,801.80,0.000102
5c overlay,0,787.39,730.98,0.001099
5c overlay,0,861.81,116.43,0.049224
6a-overlay,0,783.72,807.32,0.000143
6a-overlay,0,432.89,755.00,0.000073
6a-overlay,0,151.82,1393.06,0.000000
6a-overlay,0,1574.63,1652.59,0.000001
6a-overlay,0,1357.15,1463.84,0.000044
6a-overlay,0,1216.62,2023.93,0.000998
6a-overlay,0,1985.98,2029.06,0.002454
6a-overlay,0,1682.34,1034.02,0.000127
6a-overlay,0,1724.39,725.25,0.000006
6a-overlay,0,1824.92,554.97,0.000055
6a-overlay,0,1731.58,506.75,0.000009
6a-overlay,0,955.03,661.65,0.000037
6a-overlay,0,951.96,1523.33,0.000003
6a-overlay,0,1073.00,1565.39,0.000040
6a-overlay,0,638.06,1719.27,0.000000
6a-overlay,0,59.50,1862.88,0.000048
6a-overlay,0,349.80,2011.62,0.001068
6a-overlay,0,66.68,1058.64,0.000033
6a-overlay,0,1876.21,140.54,0.000029
6a-overlay,0,1197.13,475.98,0.000008
6a-overlay,0,1228.93,597.02,0.000001
6a-overlay,0,760.13,1531.54,0.000028
